date,brand,product,device,gender,query
2023-12-01,HYUNDAI,아반떼,pc,female,61.21982
2024-01-01,HYUNDAI,아반떼,pc,female,65.33848
2024-02-01,HYUNDAI,아반떼,pc,female,54.42638
2024-03-01,HYUNDAI,아반떼,pc,female,58.81331
2024-04-01,HYUNDAI,아반떼,pc,female,59.32617
2024-05-01,HYUNDAI,아반떼,pc,female,55.44421
2024-06-01,HYUNDAI,아반떼,pc,female,58.06375
2024-07-01,HYUNDAI,아반떼,pc,female,60.86476
2024-08-01,HYUNDAI,아반떼,pc,female,66.40366
2024-09-01,HYUNDAI,아반떼,pc,female,52.65109
2024-10-01,HYUNDAI,아반떼,pc,female,56.9749
2024-11-01,HYUNDAI,아반떼,pc,female,51.7595
2024-12-01,HYUNDAI,아반떼,pc,female,46.45731
2025-01-01,HYUNDAI,아반떼,pc,female,46.52043
2025-02-01,HYUNDAI,아반떼,pc,female,50.26037
2025-03-01,HYUNDAI,아반떼,pc,female,48.93482
2025-04-01,HYUNDAI,아반떼,pc,female,53.13239
2025-05-01,HYUNDAI,아반떼,pc,female,44.32696
2025-06-01,HYUNDAI,아반떼,pc,female,43.59318
2025-07-01,HYUNDAI,아반떼,pc,female,53.16395
2025-08-01,HYUNDAI,아반떼,pc,female,60.87265
2025-09-01,HYUNDAI,아반떼,pc,female,58.49771
2025-10-01,HYUNDAI,아반떼,pc,female,50.09468
2023-01-01,HYUNDAI,아반떼,mobile,female,79.81189
2023-02-01,HYUNDAI,아반떼,mobile,female,76.68438
2023-03-01,HYUNDAI,아반떼,mobile,female,100
2023-04-01,HYUNDAI,아반떼,mobile,female,77.69149
2023-05-01,HYUNDAI,아반떼,mobile,female,75.38965
2023-06-01,HYUNDAI,아반떼,mobile,female,74.35639
2023-07-01,HYUNDAI,아반떼,mobile,female,81.83323
2023-08-01,HYUNDAI,아반떼,mobile,female,82.48694
2023-09-01,HYUNDAI,아반떼,mobile,female,71.59734
2023-10-01,HYUNDAI,아반떼,mobile,female,65.78052
2023-11-01,HYUNDAI,아반떼,mobile,female,60.76479
2023-12-01,HYUNDAI,아반떼,mobile,female,63.17995
2024-01-01,HYUNDAI,아반떼,mobile,female,68.11644
2024-02-01,HYUNDAI,아반떼,mobile,female,69.07918
2024-03-01,HYUNDAI,아반떼,mobile,female,68.25115
2024-04-01,HYUNDAI,아반떼,mobile,female,60.88127
2024-05-01,HYUNDAI,아반떼,mobile,female,63.30277
2024-06-01,HYUNDAI,아반떼,mobile,female,65.55073
2024-07-01,HYUNDAI,아반떼,mobile,female,66.45563
2024-08-01,HYUNDAI,아반떼,mobile,female,75.25177
2024-09-01,HYUNDAI,아반떼,mobile,female,69.03956
2024-10-01,HYUNDAI,아반떼,mobile,female,62.01912
2024-11-01,HYUNDAI,아반떼,mobile,female,60.07543
2024-12-01,HYUNDAI,아반떼,mobile,female,56.10326
2025-01-01,HYUNDAI,아반떼,mobile,female,66.41918
2025-02-01,HYUNDAI,아반떼,mobile,female,60.62137
2025-03-01,HYUNDAI,아반떼,mobile,female,62.17364
2025-04-01,HYUNDAI,아반떼,mobile,female,57.50021
2025-05-01,HYUNDAI,아반떼,mobile,female,57.69118
2025-06-01,HYUNDAI,아반떼,mobile,female,55.72133
2025-07-01,HYUNDAI,아반떼,mobile,female,62.23227
2025-08-01,HYUNDAI,아반떼,mobile,female,71.35488
2025-09-01,HYUNDAI,아반떼,mobile,female,60.10316
2025-10-01,HYUNDAI,아반떼,mobile,female,61.96128
2023-01-01,HYUNDAI,그랜저,pc,male,100
2023-02-01,HYUNDAI,그랜저,pc,male,84.54031
2023-03-01,HYUNDAI,그랜저,pc,male,83.17398
2023-04-01,HYUNDAI,그랜저,pc,male,70.85387
2023-05-01,HYUNDAI,그랜저,pc,male,69.76544
2023-06-01,HYUNDAI,그랜저,pc,male,66.26856
2023-07-01,HYUNDAI,그랜저,pc,male,70.51642
2023-08-01,HYUNDAI,그랜저,pc,male,72.81569
2023-09-01,HYUNDAI,그랜저,pc,male,58.06067
2023-10-01,HYUNDAI,그랜저,pc,male,59.10278
2023-11-01,HYUNDAI,그랜저,pc,male,62.55665
2023-12-01,HYUNDAI,그랜저,pc,male,58.32533
2024-01-01,HYUNDAI,그랜저,pc,male,64.91878
2024-02-01,HYUNDAI,그랜저,pc,male,53.00228
2024-03-01,HYUNDAI,그랜저,pc,male,53.62755
2024-04-01,HYUNDAI,그랜저,pc,male,51.3779
2024-05-01,HYUNDAI,그랜저,pc,male,50.19684
2024-06-01,HYUNDAI,그랜저,pc,male,53.43897
2024-07-01,HYUNDAI,그랜저,pc,male,54.43808
2024-08-01,HYUNDAI,그랜저,pc,male,62.09349
2024-09-01,HYUNDAI,그랜저,pc,male,54.31236
2024-10-01,HYUNDAI,그랜저,pc,male,51.03384
2024-11-01,HYUNDAI,그랜저,pc,male,45.49574
2024-12-01,HYUNDAI,그랜저,pc,male,44.7216
2025-01-01,HYUNDAI,그랜저,pc,male,47.68584
2025-02-01,HYUNDAI,그랜저,pc,male,47.68584
2025-03-01,HYUNDAI,그랜저,pc,male,44.90687
2025-04-01,HYUNDAI,그랜저,pc,male,45.05243
2025-05-01,HYUNDAI,그랜저,pc,male,43.61663
2025-06-01,HYUNDAI,그랜저,pc,male,40.55645
2025-07-01,HYUNDAI,그랜저,pc,male,45.97876
2025-08-01,HYUNDAI,그랜저,pc,male,47.5899
2025-09-01,HYUNDAI,그랜저,pc,male,45.68763
2025-10-01,HYUNDAI,그랜저,pc,male,43.80189
2023-01-01,HYUNDAI,그랜저,mobile,male,100
2023-02-01,HYUNDAI,그랜저,mobile,male,80.54553
2023-03-01,HYUNDAI,그랜저,mobile,male,72.10238
2023-04-01,HYUNDAI,그랜저,mobile,male,65.6631
2023-05-01,HYUNDAI,그랜저,mobile,male,66.87611
2023-06-01,HYUNDAI,그랜저,mobile,male,60.73552
2023-07-01,HYUNDAI,그랜저,mobile,male,64.15352
2023-08-01,HYUNDAI,그랜저,mobile,male,63.36351
2023-09-01,HYUNDAI,그랜저,mobile,male,55.00182
2023-10-01,HYUNDAI,그랜저,mobile,male,52.35899
2023-11-01,HYUNDAI,그랜저,mobile,male,49.11452
2023-12-01,HYUNDAI,그랜저,mobile,male,50.00763
2024-01-01,HYUNDAI,그랜저,mobile,male,52.9271
2024-02-01,HYUNDAI,그랜저,mobile,male,51.68014
2024-03-01,HYUNDAI,그랜저,mobile,male,50.66399
2024-04-01,HYUNDAI,그랜저,mobile,male,46.22179
2024-05-01,HYUNDAI,그랜저,mobile,male,47.6164
2024-06-01,HYUNDAI,그랜저,mobile,male,49.58081
2024-07-01,HYUNDAI,그랜저,mobile,male,48.25366
2024-08-01,HYUNDAI,그랜저,mobile,male,59.66677
2024-09-01,HYUNDAI,그랜저,mobile,male,56.4851
2024-10-01,HYUNDAI,그랜저,mobile,male,48.37458
2024-11-01,HYUNDAI,그랜저,mobile,male,43.61629
2024-12-01,HYUNDAI,그랜저,mobile,male,43.71727
2025-01-01,HYUNDAI,그랜저,mobile,male,48.14293
2025-02-01,HYUNDAI,그랜저,mobile,male,43.60569
2025-03-01,HYUNDAI,그랜저,mobile,male,41.15505
2025-04-01,HYUNDAI,그랜저,mobile,male,37.4791
2025-05-01,HYUNDAI,그랜저,mobile,male,42.46735
2025-06-01,HYUNDAI,그랜저,mobile,male,39.72693
2025-07-01,HYUNDAI,그랜저,mobile,male,40.5844
2025-08-01,HYUNDAI,그랜저,mobile,male,44.04312
2025-09-01,HYUNDAI,그랜저,mobile,male,39.23264
2025-10-01,HYUNDAI,그랜저,mobile,male,43.89674
2023-01-01,HYUNDAI,그랜저,pc,female,100
2023-02-01,HYUNDAI,그랜저,pc,female,96.89223
2023-03-01,HYUNDAI,그랜저,pc,female,99.94987
2023-04-01,HYUNDAI,그랜저,pc,female,84.9624
2023-05-01,HYUNDAI,그랜저,pc,female,82.27234
2023-06-01,HYUNDAI,그랜저,pc,female,87.18462
2023-07-01,HYUNDAI,그랜저,pc,female,85.78111
2023-08-01,HYUNDAI,그랜저,pc,female,92.61487
2023-09-01,HYUNDAI,그랜저,pc,female,71.8964
2023-10-01,HYUNDAI,그랜저,pc,female,73.73433
2023-11-01,HYUNDAI,그랜저,pc,female,78.56307
2023-12-01,HYUNDAI,그랜저,pc,female,70.07518
2024-01-01,HYUNDAI,그랜저,pc,female,79.2147
2024-02-01,HYUNDAI,그랜저,pc,female,63.92648
2024-03-01,HYUNDAI,그랜저,pc,female,66.88387
2024-04-01,HYUNDAI,그랜저,pc,female,69.49039
2024-05-01,HYUNDAI,그랜저,pc,female,65.98162
2024-06-01,HYUNDAI,그랜저,pc,female,69.45697
2024-07-01,HYUNDAI,그랜저,pc,female,72.49791
2024-08-01,HYUNDAI,그랜저,pc,female,78.49624
2024-09-01,HYUNDAI,그랜저,pc,female,65.39682
2024-10-01,HYUNDAI,그랜저,pc,female,67.95321
2024-11-01,HYUNDAI,그랜저,pc,female,60.61821
2024-12-01,HYUNDAI,그랜저,pc,female,58.66332
2025-01-01,HYUNDAI,그랜저,pc,female,56.17376
2025-02-01,HYUNDAI,그랜저,pc,female,59.76608
2025-03-01,HYUNDAI,그랜저,pc,female,59.94987
2025-04-01,HYUNDAI,그랜저,pc,female,61.26984
2025-05-01,HYUNDAI,그랜저,pc,female,56.19047
2025-06-01,HYUNDAI,그랜저,pc,female,53.60066
2025-07-01,HYUNDAI,그랜저,pc,female,63.44193
2025-08-01,HYUNDAI,그랜저,pc,female,62.69005
2025-09-01,HYUNDAI,그랜저,pc,female,64.72848
2025-10-01,HYUNDAI,그랜저,pc,female,52.26399
2023-01-01,HYUNDAI,그랜저,mobile,female,100
2023-02-01,HYUNDAI,그랜저,mobile,female,89.22652
2023-03-01,HYUNDAI,그랜저,mobile,female,76.2004
2023-04-01,HYUNDAI,그랜저,mobile,female,72.60967
2023-05-01,HYUNDAI,그랜저,mobile,female,71.9279
2023-06-01,HYUNDAI,그랜저,mobile,female,70.5809
2023-07-01,HYUNDAI,그랜저,mobile,female,75.0124
2023-08-01,HYUNDAI,그랜저,mobile,female,76.2004
2023-09-01,HYUNDAI,그랜저,mobile,female,69.9093
2023-10-01,HYUNDAI,그랜저,mobile,female,61.74334
2023-11-01,HYUNDAI,그랜저,mobile,female,57.51027
2023-12-01,HYUNDAI,그랜저,mobile,female,59.05061
2024-01-01,HYUNDAI,그랜저,mobile,female,63.03183
2024-02-01,HYUNDAI,그랜저,mobile,female,63.91839
2024-03-01,HYUNDAI,그랜저,mobile,female,60.45612
2024-04-01,HYUNDAI,그랜저,mobile,female,58.08901
2024-05-01,HYUNDAI,그랜저,mobile,female,58.85345
2024-06-01,HYUNDAI,그랜저,mobile,female,60.48029
2024-07-01,HYUNDAI,그랜저,mobile,female,59.49325
2024-08-01,HYUNDAI,그랜저,mobile,female,70.63178
2024-09-01,HYUNDAI,그랜저,mobile,female,66.03619
2024-10-01,HYUNDAI,그랜저,mobile,female,57.22153
2024-11-01,HYUNDAI,그랜저,mobile,female,52.52038
2024-12-01,HYUNDAI,그랜저,mobile,female,50.89227
2025-01-01,HYUNDAI,그랜저,mobile,female,59.30754
2025-02-01,HYUNDAI,그랜저,mobile,female,51.31583
2025-03-01,HYUNDAI,그랜저,mobile,female,52.54455
2025-04-01,HYUNDAI,그랜저,mobile,female,47.33079
2025-05-01,HYUNDAI,그랜저,mobile,female,51.59694
2025-06-01,HYUNDAI,그랜저,mobile,female,48.35345
2025-07-01,HYUNDAI,그랜저,mobile,female,53.5354
2025-08-01,HYUNDAI,그랜저,mobile,female,58.92341
2025-09-01,HYUNDAI,그랜저,mobile,female,49.39136
2025-10-01,HYUNDAI,그랜저,mobile,female,53.07622
2023-01-01,HYUNDAI,싼타페,pc,male,14.98846
2023-02-01,HYUNDAI,싼타페,pc,male,13.89636
2023-03-01,HYUNDAI,싼타페,pc,male,17.20881
2023-04-01,HYUNDAI,싼타페,pc,male,14.78003
2023-05-01,HYUNDAI,싼타페,pc,male,17.80644
2023-06-01,HYUNDAI,싼타페,pc,male,21.07317
2023-07-01,HYUNDAI,싼타페,pc,male,60.38877
2023-08-01,HYUNDAI,싼타페,pc,male,100
2023-09-01,HYUNDAI,싼타페,pc,male,42.43452
2023-10-01,HYUNDAI,싼타페,pc,male,31.68898
2023-11-01,HYUNDAI,싼타페,pc,male,28.5222
2023-12-01,HYUNDAI,싼타페,pc,male,22.14187
2024-01-01,HYUNDAI,싼타페,pc,male,21.30392
2024-02-01,HYUNDAI,싼타페,pc,male,18.53379
2024-03-01,HYUNDAI,싼타페,pc,male,17.73625
2024-04-01,HYUNDAI,싼타페,pc,male,16.49422
2024-05-01,HYUNDAI,싼타페,pc,male,15.54142
2024-06-01,HYUNDAI,싼타페,pc,male,14.62584
2024-07-01,HYUNDAI,싼타페,pc,male,17.46934
2024-08-01,HYUNDAI,싼타페,pc,male,20.7584
2024-09-01,HYUNDAI,싼타페,pc,male,17.32047
2024-10-01,HYUNDAI,싼타페,pc,male,17.50231
2024-11-01,HYUNDAI,싼타페,pc,male,15.82428
2024-12-01,HYUNDAI,싼타페,pc,male,14.92891
2025-01-01,HYUNDAI,싼타페,pc,male,14.94167
2025-02-01,HYUNDAI,싼타페,pc,male,15.16923
2025-03-01,HYUNDAI,싼타페,pc,male,14.2813
2025-04-01,HYUNDAI,싼타페,pc,male,12.47142
2025-05-01,HYUNDAI,싼타페,pc,male,12.40017
2025-06-01,HYUNDAI,싼타페,pc,male,11.68876
2025-07-01,HYUNDAI,싼타페,pc,male,14.07501
2025-08-01,HYUNDAI,싼타페,pc,male,15.47974
2025-09-01,HYUNDAI,싼타페,pc,male,12.98503
2025-10-01,HYUNDAI,싼타페,pc,male,12.85743
2023-01-01,HYUNDAI,싼타페,mobile,male,19.13673
2023-02-01,HYUNDAI,싼타페,mobile,male,17.37761
2023-03-01,HYUNDAI,싼타페,mobile,male,20.62284
2023-04-01,HYUNDAI,싼타페,mobile,male,18.5248
2023-05-01,HYUNDAI,싼타페,mobile,male,23.12231
2023-06-01,HYUNDAI,싼타페,mobile,male,25.8334
2023-07-01,HYUNDAI,싼타페,mobile,male,59.6966
2023-08-01,HYUNDAI,싼타페,mobile,male,100
2023-09-01,HYUNDAI,싼타페,mobile,male,54.65018
2023-10-01,HYUNDAI,싼타페,mobile,male,40.52394
2023-11-01,HYUNDAI,싼타페,mobile,male,30.95743
2023-12-01,HYUNDAI,싼타페,mobile,male,24.83045
2024-01-01,HYUNDAI,싼타페,mobile,male,22.69668
2024-02-01,HYUNDAI,싼타페,mobile,male,22.94495
2024-03-01,HYUNDAI,싼타페,mobile,male,21.00604
2024-04-01,HYUNDAI,싼타페,mobile,male,18.50693
2024-05-01,HYUNDAI,싼타페,mobile,male,18.80025
2024-06-01,HYUNDAI,싼타페,mobile,male,18.67053
2024-07-01,HYUNDAI,싼타페,mobile,male,19.63161
2024-08-01,HYUNDAI,싼타페,mobile,male,23.54609
2024-09-01,HYUNDAI,싼타페,mobile,male,22.13909
2024-10-01,HYUNDAI,싼타페,mobile,male,20.51917
2024-11-01,HYUNDAI,싼타페,mobile,male,17.77291
2024-12-01,HYUNDAI,싼타페,mobile,male,17.46117
2025-01-01,HYUNDAI,싼타페,mobile,male,19.49519
2025-02-01,HYUNDAI,싼타페,mobile,male,17.55199
2025-03-01,HYUNDAI,싼타페,mobile,male,17.32029
2025-04-01,HYUNDAI,싼타페,mobile,male,14.82099
2025-05-01,HYUNDAI,싼타페,mobile,male,16.51814
2025-06-01,HYUNDAI,싼타페,mobile,male,15.54701
2025-07-01,HYUNDAI,싼타페,mobile,male,16.36237
2025-08-01,HYUNDAI,싼타페,mobile,male,18.60371
2025-09-01,HYUNDAI,싼타페,mobile,male,15.65831
2025-10-01,HYUNDAI,싼타페,mobile,male,17.83544
2023-01-01,HYUNDAI,싼타페,pc,female,18.39877
2023-02-01,HYUNDAI,싼타페,pc,female,17.14723
2023-03-01,HYUNDAI,싼타페,pc,female,21.35582
2023-04-01,HYUNDAI,싼타페,pc,female,19.97546
2023-05-01,HYUNDAI,싼타페,pc,female,22.41717
2023-06-01,HYUNDAI,싼타페,pc,female,27.53987
2023-07-01,HYUNDAI,싼타페,pc,female,59.37423
2023-08-01,HYUNDAI,싼타페,pc,female,100
2023-09-01,HYUNDAI,싼타페,pc,female,48.90797
2023-10-01,HYUNDAI,싼타페,pc,female,38.42331
2023-11-01,HYUNDAI,싼타페,pc,female,35.98159
2023-12-01,HYUNDAI,싼타페,pc,female,27.13496
2024-01-01,HYUNDAI,싼타페,pc,female,29.12883
2024-02-01,HYUNDAI,싼타페,pc,female,23.13496
2024-03-01,HYUNDAI,싼타페,pc,female,23.59509
2024-04-01,HYUNDAI,싼타페,pc,female,23.73006
2024-05-01,HYUNDAI,싼타페,pc,female,22.91411
2024-06-01,HYUNDAI,싼타페,pc,female,22.58895
2024-07-01,HYUNDAI,싼타페,pc,female,25.20858
2024-08-01,HYUNDAI,싼타페,pc,female,28.59509
2024-09-01,HYUNDAI,싼타페,pc,female,24.78527
2024-10-01,HYUNDAI,싼타페,pc,female,25.68711
2024-11-01,HYUNDAI,싼타페,pc,female,23.37423
2024-12-01,HYUNDAI,싼타페,pc,female,19.2638
2025-01-01,HYUNDAI,싼타페,pc,female,19.87116
2025-02-01,HYUNDAI,싼타페,pc,female,20.71779
2025-03-01,HYUNDAI,싼타페,pc,female,19.90184
2025-04-01,HYUNDAI,싼타페,pc,female,20.71779
2025-05-01,HYUNDAI,싼타페,pc,female,19.41717
2025-06-01,HYUNDAI,싼타페,pc,female,18.60122
2025-07-01,HYUNDAI,싼타페,pc,female,21.58282
2025-08-01,HYUNDAI,싼타페,pc,female,22.27607
2025-09-01,HYUNDAI,싼타페,pc,female,22.00613
2025-10-01,HYUNDAI,싼타페,pc,female,19.10429
2023-01-01,HYUNDAI,싼타페,mobile,female,24.87853
2023-02-01,HYUNDAI,싼타페,mobile,female,21.97076
2023-03-01,HYUNDAI,싼타페,mobile,female,24.84339
2023-04-01,HYUNDAI,싼타페,mobile,female,23.07224
2023-05-01,HYUNDAI,싼타페,mobile,female,27.09094
2023-06-01,HYUNDAI,싼타페,mobile,female,29.14861
2023-07-01,HYUNDAI,싼타페,mobile,female,57.20386
2023-08-01,HYUNDAI,싼타페,mobile,female,100
2023-09-01,HYUNDAI,싼타페,mobile,female,63.24172
2023-10-01,HYUNDAI,싼타페,mobile,female,47.6406
2023-11-01,HYUNDAI,싼타페,mobile,female,38.14694
2023-12-01,HYUNDAI,싼타페,mobile,female,31.92866
2024-01-01,HYUNDAI,싼타페,mobile,female,31.16844
2024-02-01,HYUNDAI,싼타페,mobile,female,31.09884
2024-03-01,HYUNDAI,싼타페,mobile,female,29.14388
2024-04-01,HYUNDAI,싼타페,mobile,female,25.94014
2024-05-01,HYUNDAI,싼타페,mobile,female,26.40506
2024-06-01,HYUNDAI,싼타페,mobile,female,27.27475
2024-07-01,HYUNDAI,싼타페,mobile,female,28.38704
2024-08-01,HYUNDAI,싼타페,mobile,female,31.70904
2024-09-01,HYUNDAI,싼타페,mobile,female,32.37939
2024-10-01,HYUNDAI,싼타페,mobile,female,28.15999
2024-11-01,HYUNDAI,싼타페,mobile,female,24.04803
2024-12-01,HYUNDAI,싼타페,mobile,female,22.96547
2025-01-01,HYUNDAI,싼타페,mobile,female,27.78359
2025-02-01,HYUNDAI,싼타페,mobile,female,23.92031
2025-03-01,HYUNDAI,싼타페,mobile,female,24.03789
2025-04-01,HYUNDAI,싼타페,mobile,female,21.97414
2025-05-01,HYUNDAI,싼타페,mobile,female,24.244
2025-06-01,HYUNDAI,싼타페,mobile,female,23.43985
2025-07-01,HYUNDAI,싼타페,mobile,female,24.93326
2025-08-01,HYUNDAI,싼타페,mobile,female,28.2127
2025-09-01,HYUNDAI,싼타페,mobile,female,22.90127
2025-10-01,HYUNDAI,싼타페,mobile,female,25.3252
2023-03-01,HYUNDAI,쏘나타 디 엣지,pc,male,32.67677
2023-04-01,HYUNDAI,쏘나타 디 엣지,pc,male,100
2023-05-01,HYUNDAI,쏘나타 디 엣지,pc,male,80.40927
2023-06-01,HYUNDAI,쏘나타 디 엣지,pc,male,41.28088
2023-07-01,HYUNDAI,쏘나타 디 엣지,pc,male,36.63973
2023-08-01,HYUNDAI,쏘나타 디 엣지,pc,male,34.03903
2023-09-01,HYUNDAI,쏘나타 디 엣지,pc,male,23.08191
2023-10-01,HYUNDAI,쏘나타 디 엣지,pc,male,21.86117
2023-11-01,HYUNDAI,쏘나타 디 엣지,pc,male,19.80892
2023-12-01,HYUNDAI,쏘나타 디 엣지,pc,male,17.59745
2024-01-01,HYUNDAI,쏘나타 디 엣지,pc,male,18.02795
2024-02-01,HYUNDAI,쏘나타 디 엣지,pc,male,15.38007
2024-03-01,HYUNDAI,쏘나타 디 엣지,pc,male,16.188
2024-04-01,HYUNDAI,쏘나타 디 엣지,pc,male,15.38597
2024-05-01,HYUNDAI,쏘나타 디 엣지,pc,male,14.95547
2024-06-01,HYUNDAI,쏘나타 디 엣지,pc,male,13.14501
2024-07-01,HYUNDAI,쏘나타 디 엣지,pc,male,15.63366
2024-08-01,HYUNDAI,쏘나타 디 엣지,pc,male,16.11723
2024-09-01,HYUNDAI,쏘나타 디 엣지,pc,male,15.23854
2024-10-01,HYUNDAI,쏘나타 디 엣지,pc,male,15.94031
2024-11-01,HYUNDAI,쏘나타 디 엣지,pc,male,13.20988
2024-12-01,HYUNDAI,쏘나타 디 엣지,pc,male,11.57044
2025-01-01,HYUNDAI,쏘나타 디 엣지,pc,male,12.13068
2025-02-01,HYUNDAI,쏘나타 디 엣지,pc,male,11.48788
2025-03-01,HYUNDAI,쏘나타 디 엣지,pc,male,10.9984
2025-04-01,HYUNDAI,쏘나타 디 엣지,pc,male,10.73892
2025-05-01,HYUNDAI,쏘나타 디 엣지,pc,male,10.5797
2025-06-01,HYUNDAI,쏘나타 디 엣지,pc,male,8.94615
2025-07-01,HYUNDAI,쏘나타 디 엣지,pc,male,9.28819
2025-08-01,HYUNDAI,쏘나타 디 엣지,pc,male,10.02535
2025-09-01,HYUNDAI,쏘나타 디 엣지,pc,male,10.20227
2025-10-01,HYUNDAI,쏘나타 디 엣지,pc,male,10.29663
2023-03-01,HYUNDAI,쏘나타 디 엣지,mobile,male,17.48736
2023-04-01,HYUNDAI,쏘나타 디 엣지,mobile,male,100
2023-05-01,HYUNDAI,쏘나타 디 엣지,mobile,male,96.54308
2023-06-01,HYUNDAI,쏘나타 디 엣지,mobile,male,52.70786
2023-07-01,HYUNDAI,쏘나타 디 엣지,mobile,male,45.57255
2023-08-01,HYUNDAI,쏘나타 디 엣지,mobile,male,40.86707
2023-09-01,HYUNDAI,쏘나타 디 엣지,mobile,male,29.57113
2023-10-01,HYUNDAI,쏘나타 디 엣지,mobile,male,27.73006
2023-11-01,HYUNDAI,쏘나타 디 엣지,mobile,male,24.82453
2023-12-01,HYUNDAI,쏘나타 디 엣지,mobile,male,22.50778
